Id 	Name 	User Story	How to demo 	Importance (10,20..) 	Definition of Done		Suggerimenti
46	Elimina dati allevamento	Come azienda, voglio eliminare le informazioni relative al mio allevamento, affinchè tutti i dati siano aggiornati nel mio sistema. 	Effettuare il login come "Azienda", andare nelle "Impostazioni Profilo/Allevamento" e cliccare sul pulsante "Elimina Allevamento e tutti i dati". Il sistema non procede immediatamente, ma mostra un avviso critico (es. "Attenzione: questa azione cancellerà definitivamente l'allevamento, tutti gli animali registrati, i dispositivi IoT associati e lo storico delle misurazioni. Questa azione è irreversibile"). Per confermare l'azione, inserire nuovamente la propria password aziendale (o digitare la parola "ELIMINA") e cliccare su "Conferma Eliminazione". Il sistema avvia il processo di cancellazione, rimuove l'azienda e mostra un messaggio di conferma (es. "I dati del tuo allevamento sono stati rimossi con successo dal sistema"). Verificare nel database o tramite l'interfaccia amministratore che fine hanno fatto i dati legati all'allevamento eliminato. Tutti i record collegati a quell'allevamento (la lista delle mucche, i dati dei sensori, le informazioni sui lotti distribuiti) devono essere stati rimossi a cascata (Cascade Delete) o correttamente anonimizzati. Tentare di effettuare nuovamente il login con le vecchie credenziali dell'azienda appena eliminata. Il sistema nega l'accesso (es. "Credenziali non valide" o "Account inesistente"), confermando che l'azienda è stata rimossa a tutti gli effetti.	160			
47	Visualizzare dati allevamento 	Come azienda, voglio visualizzare le informazioni relative al mio allevamento, affinchè sia sempre al corrente di tutto ciò che succede al suo interno. 	Effettuare il login come "Azienda" e cliccare sulla sezione "il mio Allevamento": Il sistema mostra una panoramica chiara con i dati identificativi dell'allevamento e i principali indicatori di performance (KPI). Osservare i contatori riepilogativi presenti nella pagina. Sono chiaramente visibili dati aggregati quali numero totale di capi di bestiame registrati, suddivisione degli animali per stato (es. in produzione, in asciutta, vitelli), numero di dispositivi IoT attualmente online e offline. Controllare la sezione "Avvisi recenti" o "Stato Salute Allevamento". Il sistema evidenzia eventuali anomalie registrate all'interno dell'allevamento, permettendo all'azienda di avere il controllo totale senza dover controllare ogni singola scheda. Visualizzare la sezione "Profilo Pubblico" all'inerno della gestione allevamento. L'azienda può vedere esattamente come le proprie informazioni vengono presentate ai consumatori esterni.	150			
48	Modifica dati mucca 	Come azienda, voglio modifica le informazioni relative alle mucche, affinchè tutti i dati nel sistema rispecchino la corrente realtà delle cose. 	Effettuare il login come "Azienda", accedere alla scheda dettaglio di una specifica mucca e cliccare sul pulsante "Modifica" o icona matita. I campi di testo e i menu a tendina della scheda diventano editabili. Modificare un'informazione e sliccare sul pulsante "Salva Modifiche". Il sistema chiude la modalità di modifica, mostra un messaggio di successo e visualizza i nuovi dati appena inseriti. Uscire dalla scheda della mucca, navigare in un'altra sezione dell'applicazione e poi tornare nuovamente sulla scheda della stessa mucca, oppure ricaricare la pagina. I dati modificati in precedenza sono visualizzati correttamente a schermo, confermando che la modifica è stata registrata nel database. Tentare di salvare una modifica lasciando vuoto un campo obbligatorio o inserendo un valore non valido. Il sistema blocca il salvataggio, evidenzia l'errore in rosso e mostra un messaggio chiaro, impedendo la corruzione dei dati.	210			
49	Visualizza dati mucca 	Come azienda, voglio visualizzare le informazioni relative alle mucche, affinché io sia sempre al corrente delle loro condizioni.	Effettuare il login come "Azienda" e cliccare sulla sezione "Gestione Stalla" o "Le mie mucche". Viene mostrato l'elenco completo di tutte le mucche dell'azienda, con una riga riassuntiva per ciascuna. Cliccare su una specifica mucca dell'elenco. Il sistema apre la pagina dedicata alla mucca, mostrando chiaramente i dati anagrafici e i dati del dispositivo IoT associato. Scorrere la scheda fino alla sezioen "Parametri Vitali" o "Sensori". Vengono visualizzati i dati più recenti raccolti dal sensore e l'orario dell'ultima sincronizzazione. Visualizzare la scheda di una mucca che ha un parametro fuori norma. Il dato anomalo deve essere evidenziato visivamente.	180			
50	Elimina dati mucca 	Come azienda, voglio eliminare le informazioni relative alle mucche, affinchè solo i dati necessari siano nel mio sistema. 	Effettuare il login come "Azienda", accedere alla lista del proprio bestiame, selezionare una mucca e cliccare pulsante o icona "Elimina". Cliccare su "Conferma" nel pop-up. La mucca scompare immediatamente dalla lista visibile a schermo e il sistema mostra un messaggio di successo. Ricaricare la pagina del brogser, oppure effettuare il logout e poi nuovamente il login. La mucca precedentemente rimossa non deve comparire nella lista del bestiame, confermando il correttoa aggiornamento del database. Verificare nella lista e/o nella dashboard che fine hanno fatto i dati associati a quella mucca. I dati devono essere gestiti correttamente in base alle regole di business (es. eliminati a cascata insieme alla mucca, oppure anonimizzati) per evitare errori di sistema o dati orfani. Tornare allla dashboard riepilogativa dell'azienda. Il conteggio totale del bestiame deve esseri decrementato di una unità, dimostrando il corretto aggiornamento dello stato globale.	190			
51	Rimozione Preferiti	Come consumatore autenticato, voglio rimuovere dai miei preferiti le aziende scelte, affinchè possa corregere la lista dei miei preferiti se l'azienda non è più di mio interesse. 	Effettuare il login come "Consumatore", navigare nella propria area personale e cliccare sulla sezione "Le mie aziende preferite". Il sistema mostra l'elenco completo delle aziende precedentemente salvate, ciascuna con un'icona evidente di rimozione (es: cuore pieno o cestino). Cliccare sull'icona di rimozione accando al nome di un'azienda. Questa scompare immediatamente dalla lista visibile a schermo e il sistema mostra un messaggio di conferma es. "Azienda rimossa dai preferiti"). Ricaricare la pagina del browser, oppure effettuare il logout e poi nuovamente il login. L'azienda precedentemente rimossa non compare nell'elenco dei preferiti, confermando che la modifica è stata salvata correttamente nel database. Cercare l'azienda appena rimossa tramite barra di ricerca generale e aprire la sua pagina pubblica. Il pulsante dei preferiti su quella pagina deve essere tornato allo stato iniziale, permettendo all'utente l'evetuale reinserimento futuro.	430			
52	Accessibilità del servizio	Come utente, voglio poter accedere al sito o applicazione in qualsiasi momento, con downtime minimo/senza interruzioni dovute a guasti o manutenzioni affinché io possa accedere ai miei dati/ricerche passate in ogni momento. 	Dimostrare che il sistema rimane raggiungibile simulando lo spegnimento di un server mentre l'utente è connesso, caricando una modifica di codice mentre l'applicazione è in uso, simulando l'accesso simultaneo di un numero elevato di utenti, mostrando un report o una dashboard di monitoraggio.	520			
53	Integrabilità con dispositivi IoT	Come azienda, voglio essere in grado di visualizzare i dati provenienti da sensori o dispositivi IoT collegati al sistema in near real-time affinché il sistema sia sempre aggiornato sui nuovi sviluppi all'interno dell'allevamento.	Simulare l'invio di un dato e verificare la validazione e restituzione di codice di successo dal sistema. Mostrare l'aggiornamento della dashboard senza refresh near real-time. Simulare l'invio di un dato anomalo notando l'evidenziazione di tale dato da parte del sistema.	280			
54	Intuitività dell'interfaccia utente	Come utente, voglio poter utilizzare l'applicativo in modo agevole e immediato per massimizzare la mia user experience.	Un utente che non ha mai visto l'app completa un'operazione richiesta in meno di tot click/tempo senza chiedere assistenza.  Eseguire un'azione e notare un feedback visivo immediato da parte del sistema Le informazioni più importanti sono evidenziate visivamente rispetto alle secondarie. Lasciare un campo obbligatorio vuoto e ricevere l'indicazione dal sistema del campo mancante.	400			
55	Backup e ripristino dei dati	Come utente, voglio che i dati relativi al mio profilo, eventuale azienda compresa, non vadano persi a causa di errori di sistema e che siano esportabili o recuperabili al fine di evitare perdite di tempo e risorse.	Accedere alle impostazioni di profilo e clccare su "Esporta i miei dati". Si ottiene un file contenente tutte le informazioni collegate al profilo. Eliminare un record importante es di misurazioni e effettuare il restore da ultimo backup disponibile, tornando a visualizzare i dati precedentemente eliminati. Mostrare che il sistema esegue backup automatici con frequenza prestabilita attraverso log di server o console del database. Dopo un ripristino dei dati, l'applicazione deve essere navigabile senza incontrare errori di "dati orfani".	40			
56	Selezione della lingua	Come utente, voglio poter scegliere la lingua nella quale visualizzare ciò che appare nel sito/applicazione, almeno tra italiano e inglese, per ampliare la potenziale utenza della piattaforma.	Cliccando il selettore di lingua e passando da una all'altra, tutti gli elementi dell'interfaccia devono essere adattati, ancheformati esempio di date o numeri e i messaggi di errore. La scelta di lingua deve persistere anche in seguito a chiusura e riavvio del sistema. 	600			
57	Sicurezza e protezione dati	Come utente, voglio che i miei dati siano protetti da accessi non autorizzati e attacchi informatici, affinché la mia privacy sia garantita e il servizio rimanga sempre disponibile e affidabile.	Visualizzare nel database la tabella degli utenti e verificare che il campo password non la mostri in plain text. Effettuare il login come consumatore e tentare di accedere tramite URL a una pagina riservata alle aziende e ricevere sa sistema un errore di accesso negato. Mostrare nella barra degli indirizzi del browser l'icona del lucchetto (protocollo HTTPS) durante l'uso dell'applicativo. Lasciare l'applicazione aperta e inattiva per un periodo prolungato, il sistema richiede nuovamente il login per scaduta autenticazione.	50			
58	Gestione connessione intermittente	Come azienda, voglio che i dati rilevati dai sensori vengano salvati localmente durante i periodi di assenza di rete, affinché non vadano perduti e vengano inviati automaticamente al database non appena la connessione torna disponibile.	Disconnettere la rete mentre il sensore sta inviando dati e il sistema si accorge e notifica la mancata connessione con un avviso di modalità offline. Mostrare es tramite log/buffer locale che il dispositivo continua a generare misurazioni, salvate in una memoria temporanea. Il sistema rileva il ritorno di connessione e provvede all'automatico caricamento delle misurazioni nel buffer in database, dove devono apparire con l'orario corretto di generazione.	350			
59	Login tramite credenziali	Come utente, voglio poter accedere al mio account inserendo il mio nome utente e la mia password, così che il sistema possa identificarmi e permettermi di accedere in modo sicuro ai miei dati personali.	Inserire username e password esistenti nei campi di login e ottenere il reindirizzamento alla dashboard personale corrispondente. Inserire delle credenziali di accesso errate e ricevere negazione di accesso da parte del sistema, che mostra un messaggio di errore e rimane sulla pagina di login. Nel digitare la password nel campo dedicato i suoi caratteri devono apparire nascosti. Tentare di accedere direttamente all'URL della dashboard senza essere loggati, il sistema blocca l'accesso e reindirizza automaticamente alla pagina di login.	410			
60	Consultazione sezione benessere e curiosità	Come utente, voglio poter accedere a una sezione dedicata alla divulgazione scientifica e alle curiosità, affinché io possa imparare a riconoscere e interpretare il significato che hanno per la salute della vacca i dati rilevati dai sensori e apprendere altre nozioni sul benessere dell'animale.	Utilizzare una barra di ricerca inserendo una parola chiave o filtri per cercare informazioni/articoli pertinenti. Cliccare sull'icona "info" posizionata accanto a un grafico del sensore nella pagina dell'animale, ottenendo apertura diretta a una pagina/articolo divulgativo che spiega collegamento al benessere dell'animale di quel parametro specifico.	320			
61	Visualizzazione visite veterinario	Come veterinario, voglio poter visualizzare i dati relativi alle visite eseguite su ogni mucca affinché possa monitorare l'andamento della loro salute e di eventuali trattamenti/cure da me prescritte.	Effetturare il login come veterinario, cercare una specifica mucca tramite codice identificativo e accedere alla sua scheda sanitaria, con una sezione chiamata "Storico Visite Mediche". Selezionare una visita specifica passata dall'elenco cronologico. Il sistema postra tutti i dettagli registrati (data, diagnosi, parametri biomedici rilevati). Scorrere la scheda della visita fino alla voce "Terapia/Trattamento", sono chiaramente vidibili i farmaci prescritti, con dosaggi, durata del trattamento e eventuali note di follow-up). Confrontare la data di una visita/inizio terapia con il grafico dei dati IoT dell'animale attuali, verificando visivamente se i parametri sono tornati alla normalità e vlautando l'efficacia della cura.	570			
62	Visualizzazione recensioni distributore	Come distributore, voglio visualizzare alle recensioni dei consumatori sui lotti da me distribuiti, affinchè io possa gestire eventuali reclami e migliorare il mio servizio. 	Effettuare il login come "Distributore" e navigare nella sezione "Feedback e Recensioni". Il sistema mostra l'elenco delle recensioni ricevute dai consumatori, ma esclusivamente per i lotti di prodotto che sono stati presi in carico o consegnati da quel distributore specifico. Utilizzare i filtri di ricerca per isolare un determinato lotto o per visualizzare solo le recensioni con punteggio basso. L'interfaccia si aggiorna mostrando solo i record corrispondenti, permettendo al distributore di inviduare subito i lotti problematici. Cliccare su una recensione per leggerne il testo completo. Vengono mostrati tutti i dettagli utili: voto, commento, data e eventuali dettagli del lotto associato. Cliccare su un pulsante "Segnala/Gestisci Reclamo" accanto a una recensione critica. Lo stato del feedback cambia in "In gestione" e il sistema permette al distributore di inserire una nota interna o una risposta per il consumatore.	540			
